CB(Vd=4.5: Vg=2.5) X,CB(Vd=4.5: Vg=2.5) Y,VB(Vd=4.5: Vg=2.5) X,VB(Vd=4.5: Vg=2.5) Y,CB(Vd=1.6: Vg=2.5) X,CB(Vd=1.6: Vg=2.5) Y,VB(Vd=1.6: Vg=2.5) X,VB(Vd=1.6: Vg=2.5) Y,CB(Vd=0.2: Vg=2.5) X,CB(Vd=0.2: Vg=2.5) Y,VB(Vd=0.2: Vg=2.5) X,VB(Vd=0.2: Vg=2.5) Y,CB(Vd=0.0: Vg=0.0) X,CB(Vd=0.0: Vg=0.0) Y,VB(Vd=0.0: Vg=0.0) X,VB(Vd=0.0: Vg=0.0) Y
-0.22265625,-0.75380303,-0.22265625,-1.8779623,-0.22265625,-0.67719276,-0.22265625,-1.801352,-0.22265625,0.063415057,-0.22265625,-1.0607442,-0.22265625,0.92025702,-0.22265625,-0.20390221
-0.21725869,-0.75678116,-0.21725869,-1.8809404,-0.21725869,-0.67956115,-0.21725869,-1.8037204,-0.21725869,0.063313589,-0.21725869,-1.0608456,-0.21725869,0.9203563,-0.21725869,-0.20380293
-0.21633506,-0.7573124,-0.21633506,-1.8814716,-0.21633506,-0.67997461,-0.21633506,-1.8041338,-0.21633506,0.063302259,-0.21633506,-1.060857,-0.21633506,0.92037688,-0.21633506,-0.20378235
-0.2109375,-0.76037415,-0.2109375,-1.8845334,-0.2109375,-0.68242023,-0.2109375,-1.8065795,-0.2109375,0.06305822,-0.2109375,-1.061101,-0.2109375,0.92047013,-0.2109375,-0.2036891
-0.20553994,-0.76337586,-0.20553994,-1.8875351,-0.20553994,-0.68479857,-0.20553994,-1.8089578,-0.20553994,0.062945724,-0.20553994,-1.0612135,-0.20553994,0.92054384,-0.20553994,-0.20361539
-0.20461631,-0.76391012,-0.20461631,-1.8880694,-0.20461631,-0.68521235,-0.20461631,-1.8093716,-0.20461631,0.06293185,-0.20461631,-1.0612274,-0.20461631,0.92055918,-0.20461631,-0.20360005
-0.19921875,-0.76699779,-0.19921875,-1.891157,-0.19921875,-0.68766925,-0.19921875,-1.8118285,-0.19921875,0.062678235,-0.19921875,-1.061481,-0.19921875,0.92062994,-0.19921875,-0.20352929
-0.19382119,-0.77002993,-0.19382119,-1.8941892,-0.19382119,-0.69006303,-0.19382119,-1.8142223,-0.19382119,0.062553355,-0.19382119,-1.0616059,-0.19382119,0.92068469,-0.19382119,-0.20347454
-0.19289756,-0.77057014,-0.19289756,-1.8947294,-0.19289756,-0.69047979,-0.19289756,-1.814639,-0.19289756,0.062535385,-0.19289756,-1.0616238,-0.19289756,0.92069636,-0.19289756,-0.20346287
-0.1875,-0.7736903,-0.1875,-1.8978495,-0.1875,-0.6929532,-0.1875,-1.8171124,-0.1875,0.062270766,-0.1875,-1.0618885,-0.1875,0.9207505,-0.1875,-0.20340873
-0.18210244,-0.77675485,-0.18210244,-1.9009141,-0.18210244,-0.69536284,-0.18210244,-1.8195221,-0.18210244,0.062136348,-0.18210244,-1.0620229,-0.18210244,0.92079068,-0.18210244,-0.20336855
-0.18117881,-0.77730014,-0.18117881,-1.9014594,-0.18117881,-0.6957813,-0.18117881,-1.8199405,-0.18117881,0.06211632,-0.18117881,-1.0620429,-0.18117881,0.92079932,-0.18117881,-0.20335991
-0.17578125,-0.78045465,-0.17578125,-1.9046139,-0.17578125,-0.69827155,-0.17578125,-1.8224308,-0.17578125,0.061843344,-0.17578125,-1.0623159,-0.17578125,0.92084065,-0.17578125,-0.20331858
-0.17038369,-0.7835577,-0.17038369,-1.9077169,-0.17038369,-0.700702,-0.17038369,-1.8248612,-0.17038369,0.061697628,-0.17038369,-1.0624616,-0.17038369,0.92087015,-0.17038369,-0.20328908
-0.16946006,-0.78411083,-0.16946006,-1.9082701,-0.16946006,-0.70112475,-0.16946006,-1.825284,-0.16946006,0.061673781,-0.16946006,-1.0624854,-0.16946006,0.92087675,-0.16946006,-0.20328248
-0.1640625,-0.78730578,-0.1640625,-1.911465,-0.1640625,-0.70363679,-0.1640625,-1.827796,-0.1640625,0.06139051,-0.1640625,-1.0627687,-0.1640625,0.92090873,-0.1640625,-0.2032505
-0.15866494,-0.79044917,-0.15866494,-1.9146084,-0.15866494,-0.70608843,-0.15866494,-1.8302477,-0.15866494,0.061235861,-0.15866494,-1.0629234,-0.15866494,0.92092996,-0.15866494,-0.20322927
-0.15774131,-0.79100935,-0.15774131,-1.9151686,-0.15774131,-0.70651429,-0.15774131,-1.8306735,-0.15774131,0.061210058,-0.15774131,-1.0629492,-0.15774131,0.92093481,-0.15774131,-0.20322442
-0.15234375,-0.79424642,-0.15234375,-1.9184056,-0.15234375,-0.70904833,-0.15234375,-1.8332076,-0.15234375,0.060918796,-0.15234375,-1.0632404,-0.15234375,0.92095952,-0.15234375,-0.20319971
-0.14694619,-0.79743553,-0.14694619,-1.9215948,-0.14694619,-0.71152545,-0.14694619,-1.8356847,-0.14694619,0.060753477,-0.14694619,-1.0634058,-0.14694619,0.92097479,-0.14694619,-0.20318445
-0.14602256,-0.79800521,-0.14602256,-1.9221644,-0.14602256,-0.71195671,-0.14602256,-1.8361159,-0.14602256,0.060724027,-0.14602256,-1.0634352,-0.14602256,0.92097853,-0.14602256,-0.2031807
-0.140625,-0.80128971,-0.140625,-1.9254489,-0.140625,-0.71451691,-0.140625,-1.8386761,-0.140625,0.06042301,-0.140625,-1.0637362,-0.140625,0.92099804,-0.140625,-0.20316119
-0.13522744,-0.80452578,-0.13522744,-1.928685,-0.13522744,-0.71701919,-0.13522744,-1.8411784,-0.13522744,0.060249642,-0.13522744,-1.0639096,-0.13522744,0.92100858,-0.13522744,-0.20315065
-0.13430381,-0.80510402,-0.13430381,-1.9292633,-0.13430381,-0.71745446,-0.13430381,-1.8416137,-0.13430381,0.060218522,-0.13430381,-1.0639407,-0.13430381,0.9210113,-0.13430381,-0.20314793
-0.12890625,-0.80843713,-0.12890625,-1.9325964,-0.12890625,-0.72004044,-0.12890625,-1.8441997,-0.12890625,0.059910276,-0.12890625,-1.064249,-0.12890625,0.92102665,-0.12890625,-0.20313258
-0.12350868,-0.81172514,-0.12350868,-1.9358844,-0.12350868,-0.72257172,-0.12350868,-1.846731,-0.12350868,0.059727096,-0.12350868,-1.0644321,-0.12350868,0.92103389,-0.12350868,-0.20312534
-0.12258507,-0.81231427,-0.12258507,-1.9364735,-0.12258507,-0.72301321,-0.12258507,-1.8471724,-0.12258507,0.059692563,-0.12258507,-1.0644667,-0.12258507,0.92103603,-0.12258507,-0.2031232
-0.1171875,-0.81570102,-0.1171875,-1.9398602,-0.1171875,-0.72562878,-0.1171875,-1.849788,-0.1171875,0.059375246,-0.1171875,-1.064784,-0.1171875,0.9210485,-0.1171875,-0.20311073
-0.11178993,-0.8190421,-0.11178993,-1.9432013,-0.11178993,-0.72818854,-0.11178993,-1.8523478,-0.11178993,0.059184818,-0.11178993,-1.0649744,-0.11178993,0.92105303,-0.11178993,-0.20310621
-0.11086632,-0.81964121,-0.11086632,-1.9438004,-0.11086632,-0.72863484,-0.11086632,-1.8527941,-0.11086632,0.059148819,-0.11086632,-1.0650104,-0.11086632,0.92105454,-0.11086632,-0.20310469
-0.10546875,-0.82308267,-0.10546875,-1.9472419,-0.10546875,-0.73127939,-0.10546875,-1.8554386,-0.10546875,0.058824966,-0.10546875,-1.0653343,-0.10546875,0.92106462,-0.10546875,-0.20309461
-0.10007118,-0.82648143,-0.10007118,-1.9506407,-0.10007118,-0.73387098,-0.10007118,-1.8580302,-0.10007118,0.05862569,-0.10007118,-1.0655335,-0.10007118,0.92106732,-0.10007118,-0.20309191
-0.099147566,-0.82709265,-0.099147566,-1.9512519,-0.099147566,-0.73432407,-0.099147566,-1.8584833,-0.099147566,0.058586568,-0.099147566,-1.0655727,-0.099147566,0.92106856,-0.099147566,-0.20309067
-0.09375,-0.83059345,-0.09375,-1.9547527,-0.09375,-0.7370009,-0.09375,-1.8611601,-0.09375,0.058254542,-0.09375,-1.0659047,-0.09375,0.92107704,-0.09375,-0.20308219
-0.088352434,-0.83405082,-0.088352434,-1.95821,-0.088352434,-0.73962345,-0.088352434,-1.8637827,-0.088352434,0.058049133,-0.088352434,-1.0661101,-0.088352434,0.92107814,-0.088352434,-0.20308109
-0.087428816,-0.83467319,-0.087428816,-1.9588324,-0.087428816,-0.74008184,-0.087428816,-1.8642411,-0.087428816,0.058008921,-0.087428816,-1.0661503,-0.087428816,0.92107897,-0.087428816,-0.20308026
-0.08203125,-0.8382344,-0.08203125,-1.9623936,-0.08203125,-0.74279019,-0.08203125,-1.8669494,-0.08203125,0.057671258,-0.08203125,-1.066488,-0.08203125,0.92108602,-0.08203125,-0.20307321
-0.076633684,-0.8417552,-0.076633684,-1.9659144,-0.076633684,-0.74544731,-0.076633684,-1.8696065,-0.076633684,0.05745763,-0.076633684,-1.0667016,-0.076633684,0.92108612,-0.076633684,-0.20307311
-0.075710066,-0.84239093,-0.075710066,-1.9665502,-0.075710066,-0.74591313,-0.075710066,-1.8700724,-0.075710066,0.057414431,-0.075710066,-1.0667448,-0.075710066,0.92108683,-0.075710066,-0.2030724
-0.0703125,-0.84601754,-0.0703125,-1.9701768,-0.0703125,-0.74865673,-0.0703125,-1.872816,-0.0703125,0.057068874,-0.0703125,-1.0670904,-0.0703125,0.92109302,-0.0703125,-0.20306621
-0.064914934,-0.84960324,-0.064914934,-1.9737625,-0.064914934,-0.75134808,-0.064914934,-1.8755073,-0.064914934,0.056849142,-0.064914934,-1.0673101,-0.064914934,0.92109214,-0.064914934,-0.20306709
-0.063991316,-0.85025159,-0.063991316,-1.9744108,-0.063991316,-0.75182002,-0.063991316,-1.8759793,-0.063991316,0.056804765,-0.063991316,-1.0673545,-0.063991316,0.92109258,-0.063991316,-0.20306665
-0.05859375,-0.85394512,-0.05859375,-1.9781044,-0.05859375,-0.75459851,-0.05859375,-1.8787577,-0.05859375,0.056453396,-0.05859375,-1.0677058,-0.05859375,0.92109789,-0.05859375,-0.20306134
-0.053196188,-0.85760059,-0.053196188,-1.9817598,-0.053196188,-0.7573276,-0.053196188,-1.8814868,-0.053196188,0.056225466,-0.053196188,-1.0679338,-0.053196188,0.92109649,-0.053196188,-0.20306274
-0.052272562,-0.85826366,-0.052272562,-1.9824229,-0.052272562,-0.75780768,-0.052272562,-1.8819669,-0.052272562,0.056178089,-0.052272562,-1.0679811,-0.052272562,0.92109689,-0.052272562,-0.20306234
-0.046875,-0.86202908,-0.046875,-1.9861883,-0.046875,-0.76062454,-0.046875,-1.8847838,-0.046875,0.05581881,-0.046875,-1.0683404,-0.046875,0.92110175,-0.046875,-0.20305748
-0.041477438,-0.86575585,-0.041477438,-1.9899151,-0.041477438,-0.76339077,-0.041477438,-1.88755,-0.041477438,0.05558503,-0.041477438,-1.0685742,-0.041477438,0.9210997,-0.041477438,-0.20305953
-0.040553812,-0.86643291,-0.040553812,-1.9905921,-0.040553812,-0.76387759,-0.040553812,-1.8880368,-0.040553812,0.055536572,-0.040553812,-1.0686227,-0.040553812,0.9210999,-0.040553812,-0.20305933
-0.03515625,-0.87027187,-0.03515625,-1.9944311,-0.03515625,-0.76673226,-0.03515625,-1.8908915,-0.03515625,0.05517166,-0.03515625,-1.0689876,-0.03515625,0.92110417,-0.03515625,-0.20305506
-0.029758686,-0.87407497,-0.029758686,-1.9982342,-0.029758686,-0.76953908,-0.029758686,-1.8936983,-0.029758686,0.054929921,-0.029758686,-1.0692293,-0.029758686,0.92110183,-0.029758686,-0.2030574
-0.028835064,-0.87476815,-0.028835064,-1.9989274,-0.028835064,-0.77003464,-0.028835064,-1.8941939,-0.028835064,0.054878514,-0.028835064,-1.0692807,-0.028835064,0.92110205,-0.028835064,-0.20305718
-0.0234375,-0.87868586,-0.0234375,-2.0028451,-0.0234375,-0.77293061,-0.0234375,-1.8970898,-0.0234375,0.054505794,-0.0234375,-1.0696534,-0.0234375,0.92110606,-0.0234375,-0.20305317
-0.018039936,-0.8825672,-0.018039936,-2.0067264,-0.018039936,-0.77577752,-0.018039936,-1.8999368,-0.018039936,0.054258371,-0.018039936,-1.0699009,-0.018039936,0.92110327,-0.018039936,-0.20305596
-0.017116314,-0.88327591,-0.017116314,-2.0074351,-0.017116314,-0.77628049,-0.017116314,-1.9004397,-0.017116314,0.054205891,-0.017116314,-1.0699533,-0.017116314,0.92110331,-0.017116314,-0.20305592
-0.01171875,-0.8872744,-0.01171875,-2.0114336,-0.01171875,-0.77921724,-0.01171875,-1.9033765,-0.01171875,0.053827632,-0.01171875,-1.0703316,-0.01171875,0.92110689,-0.01171875,-0.20305235
-0.0063211867,-0.89123911,-0.0063211867,-2.0153983,-0.0063211867,-0.78210746,-0.0063211867,-1.9062667,-0.0063211867,0.053572603,-0.0063211867,-1.0705866,-0.0063211867,0.92110391,-0.0063211867,-0.20305532
-0.0053975633,-0.89196539,-0.0053975633,-2.0161246,-0.0053975633,-0.78261971,-0.0053975633,-1.9067789,-0.0053975633,0.053517283,-0.0053975633,-1.0706419,-0.0053975633,0.92110399,-0.0053975633,-0.20305524
0,-0.89604995,0,-2.0202092,0,-0.78560048,0,-1.9097597,0,0.053131534,0,-1.0710277,0,0.92110738,0,-0.20305185
0.0053975633,-0.90010022,0.0053975633,-2.0242594,0.0053975633,-0.78853341,0.0053975633,-1.9126926,0.0053975633,0.052871326,0.0053975633,-1.0712879,0.0053975633,0.92110399,0.0053975633,-0.20305524
0.0063211867,-0.90084355,0.0063211867,-2.0250028,0.0063211867,-0.78905356,0.0063211867,-1.9132128,0.0063211867,0.052815122,0.0063211867,-1.0713441,0.0063211867,0.92110391,0.0063211867,-0.20305533
0.01171875,-0.9050166,0.01171875,-2.0291758,0.01171875,-0.79207788,0.01171875,-1.9162371,0.01171875,0.05242414,0.01171875,-1.0717351,0.01171875,0.92110688,0.01171875,-0.20305235
0.017116314,-0.90915802,0.017116314,-2.0333172,0.017116314,-0.79505714,0.017116314,-1.9192164,0.017116314,0.052156347,0.017116314,-1.0720029,0.017116314,0.92110331,0.017116314,-0.20305592
0.018039936,-0.90992056,0.018039936,-2.0340798,0.018039936,-0.79558723,0.018039936,-1.9197465,0.018039936,0.052097256,0.018039936,-1.072062,0.018039936,0.92110327,0.018039936,-0.20305596
0.0234375,-0.91418799,0.0234375,-2.0383472,0.0234375,-0.79865891,0.0234375,-1.9228181,0.0234375,0.051698461,0.0234375,-1.0724608,0.0234375,0.92110606,0.0234375,-0.20305317
0.028835064,-0.91842352,0.028835064,-2.0425828,0.028835064,-0.80168452,0.028835064,-1.9258437,0.028835064,0.051424872,0.028835064,-1.0727344,0.028835064,0.92110205,0.028835064,-0.20305718
0.029758686,-0.91920499,0.029758686,-2.0433642,0.029758686,-0.80222339,0.029758686,-1.9263826,0.029758686,0.051364608,0.029758686,-1.0727946,0.029758686,0.92110183,0.029758686,-0.2030574
0.03515625,-0.92356999,0.03515625,-2.0477292,0.03515625,-0.80534246,0.03515625,-1.9295017,0.03515625,0.050959761,0.03515625,-1.0731995,0.03515625,0.92110416,0.03515625,-0.20305507
0.040553812,-0.92790566,0.040553812,-2.0520649,0.040553812,-0.8084181,0.040553812,-1.9325773,0.040553812,0.050677962,0.040553812,-1.0734813,0.040553812,0.9210999,0.040553812,-0.20305933
0.041477438,-0.92870822,0.041477438,-2.0528674,0.041477438,-0.80896772,0.041477438,-1.933127,0.041477438,0.050614604,0.041477438,-1.0735446,0.041477438,0.9210997,0.041477438,-0.20305953
0.046875,-0.9331771,0.046875,-2.0573363,0.046875,-0.8121379,0.046875,-1.9362971,0.046875,0.050201277,0.046875,-1.073958,0.046875,0.92110174,0.046875,-0.20305749
0.052272562,-0.93761646,0.052272562,-2.0617757,0.052272562,-0.81526353,0.052272562,-1.9394228,0.052272562,0.049913269,0.052272562,-1.074246,0.052272562,0.92109689,0.052272562,-0.20306234
0.053196188,-0.93843998,0.053196188,-2.0625992,0.053196188,-0.8158227,0.053196188,-1.9399819,0.053196188,0.049848624,0.053196188,-1.0743106,0.053196188,0.92109648,0.053196188,-0.20306275
0.05859375,-0.94301659,0.05859375,-2.0671758,0.05859375,-0.819044,0.05859375,-1.9432032,0.05859375,0.049428747,0.05859375,-1.0747305,0.05859375,0.92109789,0.05859375,-0.20306134
0.063991316,-0.94756626,0.063991316,-2.0717255,0.063991316,-0.82222339,0.063991316,-1.9463826,0.063991316,0.049132111,0.063991316,-1.0750271,0.063991316,0.92109257,0.063991316,-0.20306666
0.064914934,-0.94841298,0.064914934,-2.0725722,0.064914934,-0.82279409,0.064914934,-1.9469533,0.064914934,0.049064222,0.064914934,-1.075095,0.064914934,0.92109214,0.064914934,-0.20306709
0.0703125,-0.95310433,0.0703125,-2.0772636,0.0703125,-0.82607039,0.0703125,-1.9502296,0.0703125,0.048635298,0.0703125,-1.0755239,0.0703125,0.92109301,0.0703125,-0.20306622
0.075710066,-0.95776876,0.075710066,-2.081928,0.075710066,-0.82930369,0.075710066,-1.9534629,0.075710066,0.048331949,0.075710066,-1.0758273,0.075710066,0.92108682,0.075710066,-0.20307241
0.076633684,-0.95863881,0.076633684,-2.082798,0.076633684,-0.82988482,0.076633684,-1.9540441,0.076633684,0.048262568,0.076633684,-1.0758967,0.076633684,0.92108611,0.076633684,-0.20307312
0.08203125,-0.96344967,0.08203125,-2.0876089,0.08203125,-0.83321632,0.08203125,-1.9573756,0.08203125,0.047826496,0.08203125,-1.0763327,0.08203125,0.92108601,0.08203125,-0.20307322
0.087428816,-0.96823609,0.087428816,-2.0923953,0.087428816,-0.83650724,0.087428816,-1.9606665,0.087428816,0.047514216,0.087428816,-1.076645,0.087428816,0.92107895,0.087428816,-0.20308028
0.088352434,-0.96913176,0.088352434,-2.093291,0.088352434,-0.83710069,0.088352434,-1.9612599,0.088352434,0.047441498,0.088352434,-1.0767177,0.088352434,0.92107812,0.088352434,-0.20308111
0.09375,-0.9740698,0.09375,-2.098229,0.09375,-0.84049116,0.09375,-1.9646504,0.09375,0.046996017,0.09375,-1.0771632,0.09375,0.92107702,0.09375,-0.20308221
0.099147566,-0.97898355,0.099147566,-2.1031428,0.099147566,-0.8438399,0.099147566,-1.9679991,0.099147566,0.046676871,0.099147566,-1.0774824,0.099147566,0.92106854,0.099147566,-0.20309069
0.10007118,-0.97990519,0.10007118,-2.1040644,0.10007118,-0.84444456,0.10007118,-1.9686038,0.10007118,0.046602633,0.10007118,-1.0775566,0.10007118,0.9210673,0.10007118,-0.20309193
0.10546875,-0.9849762,0.10546875,-2.1091354,0.10546875,-0.84789436,0.10546875,-1.9720536,0.10546875,0.046149632,0.10546875,-1.0780096,0.10546875,0.9210646,0.10546875,-0.20309463
0.11086632,-0.99002536,0.11086632,-2.1141846,0.11086632,-0.85130505,0.11086632,-1.9754643,0.11086632,0.045820977,0.11086632,-1.0783383,0.11086632,0.92105452,0.11086632,-0.20310471
0.11178993,-0.99097534,0.11178993,-2.1151346,0.11178993,-0.85192297,0.11178993,-1.9760822,0.11178993,0.04574317,0.11178993,-1.0784161,0.11178993,0.921053,0.11178993,-0.20310623
0.1171875,-0.99618795,0.1171875,-2.1203472,0.1171875,-0.85543643,0.1171875,-1.9795957,0.1171875,0.045279816,0.1171875,-1.0788794,0.1171875,0.92104847,0.1171875,-0.20311076
0.12258507,-1.0013792,0.12258507,-2.1255384,0.12258507,-0.85890993,0.12258507,-1.9830692,0.12258507,0.044943117,0.12258507,-1.0792161,0.12258507,0.921036,0.12258507,-0.20312323
0.12350868,-1.0023582,0.12350868,-2.1265174,0.12350868,-0.85954022,0.12350868,-1.9836995,0.12350868,0.044863322,0.12350868,-1.0792959,0.12350868,0.92103386,0.12350868,-0.20312537
0.12890625,-1.0077196,0.12890625,-2.1318788,0.12890625,-0.8631183,0.12890625,-1.9872775,0.12890625,0.044391025,0.12890625,-1.0797682,0.12890625,0.92102662,0.12890625,-0.20313261
0.13430381,-1.0130621,0.13430381,-2.1372214,0.13430381,-0.86665891,0.13430381,-1.9908181,0.13430381,0.044043643,0.13430381,-1.0801156,0.13430381,0.92101126,0.13430381,-0.20314797
0.13522744,-1.0140727,0.13522744,-2.1382319,0.13522744,-0.86730356,0.13522744,-1.9914628,0.13522744,0.04395989,0.13522744,-1.0801993,0.13522744,0.92100854,0.13522744,-0.20315069
0.140625,-1.019593,0.140625,-2.1437522,0.140625,-0.87095066,0.140625,-1.9951099,0.140625,0.043475961,0.140625,-1.0806833,0.140625,0.92099799,0.140625,-0.20316124
0.14602256,-1.0250952,0.14602256,-2.1492544,0.14602256,-0.87455937,0.14602256,-1.9987186,0.14602256,0.043119535,0.14602256,-1.0810397,0.14602256,0.92097848,0.14602256,-0.20318075
0.14694619,-1.0261384,0.14694619,-2.1502976,0.14694619,-0.87521753,0.14694619,-1.9993768,0.14694619,0.043033474,0.14694619,-1.0811258,0.14694619,0.92097473,0.14694619,-0.2031845
0.15234375,-1.0318266,0.15234375,-2.1559859,0.15234375,-0.87893478,0.15234375,-2.003094,0.15234375,0.042539448,0.15234375,-1.0816198,0.15234375,0.92095946,0.15234375,-0.20319977
0.15774131,-1.0374995,0.15774131,-2.1616588,0.15774131,-0.8826161,0.15774131,-2.0067753,0.15774131,0.042171344,0.15774131,-1.0819879,0.15774131,0.92093474,0.15774131,-0.2032245
0.15866494,-1.0385782,0.15866494,-2.1627374,0.15866494,-0.8832898,0.15866494,-2.007449,0.15866494,0.04208098,0.15866494,-1.0820783,0.15866494,0.92092988,0.15866494,-0.20322935
0.1640625,-1.0444462,0.1640625,-2.1686055,0.1640625,-0.88708189,0.1640625,-2.0112411,0.1640625,0.041574103,0.1640625,-1.0825851,0.1640625,0.92090864,0.1640625,-0.20325059
0.16946006,-1.0503005,0.16946006,-2.1744597,0.16946006,-0.89083721,0.16946006,-2.0149964,0.16946006,0.04119586,0.16946006,-1.0829634,0.16946006,0.92087665,0.16946006,-0.20328259
0.17038369,-1.0514162,0.17038369,-2.1755754,0.17038369,-0.89152575,0.17038369,-2.015685,0.17038369,0.041102774,0.17038369,-1.0830565,0.17038369,0.92087004,0.17038369,-0.20328919
0.17578125,-1.0574757,0.17578125,-2.181635,0.17578125,-0.89539418,0.17578125,-2.0195534,0.17578125,0.040584527,0.17578125,-1.0835747,0.17578125,0.92084053,0.17578125,-0.2033187
0.18117881,-1.0635246,0.18117881,-2.1876838,0.18117881,-0.89922811,0.18117881,-2.0233873,0.18117881,0.040193716,0.18117881,-1.0839655,0.18117881,0.92079919,0.18117881,-0.20336005
0.18210244,-1.0646804,0.18210244,-2.1888396,0.18210244,-0.89993346,0.18210244,-2.0240927,0.18210244,0.040096027,0.18210244,-1.0840632,0.18210244,0.92079054,0.18210244,-0.20336869
0.1875,-1.0709459,0.1875,-2.1951051,0.1875,-0.90388301,0.1875,-2.0280422,0.1875,0.039563887,0.1875,-1.0845953,0.1875,0.92075034,0.1875,-0.20340889
0.19289756,-1.0772031,0.19289756,-2.2013623,0.19289756,-0.90779719,0.19289756,-2.0319564,0.19289756,0.039162193,0.19289756,-1.084997,0.19289756,0.92069617,0.19289756,-0.20346306
0.19382119,-1.0784013,0.19382119,-2.2025606,0.19382119,-0.90851869,0.19382119,-2.0326779,0.19382119,0.039061531,0.19382119,-1.0850977,0.19382119,0.9206845,0.19382119,-0.20347473
0.19921875,-1.0848877,0.19921875,-2.209047,0.19921875,-0.91255122,0.19921875,-2.0367105,0.19921875,0.038516982,0.19921875,-1.0856422,0.19921875,0.92062972,0.19921875,-0.20352951
0.20461631,-1.0913695,0.20461631,-2.2155287,0.20461631,-0.9165507,0.20461631,-2.0407099,0.20461631,0.038101677,0.20461631,-1.0860576,0.20461631,0.92055893,0.20461631,-0.2036003
0.20553994,-1.0926135,0.20553994,-2.2167727,0.20553994,-0.91729045,0.20553994,-2.0414497,0.20553994,0.037996008,0.20553994,-1.0861632,0.20553994,0.92054358,0.20553994,-0.20361565
0.2109375,-1.0993385,0.2109375,-2.2234978,0.2109375,-0.9214113,0.2109375,-2.0455705,0.2109375,0.037436094,0.2109375,-1.0867231,0.2109375,0.92046983,0.2109375,-0.2036894
0.21633506,-1.1060629,0.21633506,-2.2302222,0.21633506,-0.92549843,0.21633506,-2.0496577,0.21633506,0.037008381,0.21633506,-1.0871508,0.21633506,0.92037654,0.21633506,-0.20378269
0.21725869,-1.1073558,0.21725869,-2.231515,0.21725869,-0.92625602,0.21725869,-2.0504152,0.21725869,0.036899129,0.21725869,-1.0872601,0.21725869,0.92035595,0.21725869,-0.20380328
0.22265625,-1.1143396,0.22265625,-2.2384988,0.22265625,-0.93046773,0.22265625,-2.054627,0.22265625,0.036324932,0.22265625,-1.0878343,0.22265625,0.92025662,0.22265625,-0.20390261
0.22805381,-1.1213282,0.22805381,-2.2454875,0.22805381,-0.93464792,0.22805381,-2.0588071,0.22805381,0.035882112,0.22805381,-1.0882771,0.22805381,0.92013392,0.22805381,-0.20402531
0.22897744,-1.1226742,0.22897744,-2.2468334,0.22897744,-0.93542543,0.22897744,-2.0595847,0.22897744,0.035767318,0.22897744,-1.0883919,0.22897744,0.92010676,0.22897744,-0.20405247
0.234375,-1.1299407,0.234375,-2.2541,0.234375,-0.93973367,0.234375,-2.0638929,0.234375,0.035176002,0.234375,-1.0889832,0.234375,0.91997391,0.234375,-0.20418532
0.23977256,-1.1372197,0.23977256,-2.2613789,0.23977256,-0.94400973,0.23977256,-2.068169,0.23977256,0.034719406,0.23977256,-1.0894398,0.23977256,0.91981167,0.23977256,-0.20434756
0.24069619,-1.1386236,0.24069619,-2.2627828,0.24069619,-0.94480689,0.24069619,-2.0689661,0.24069619,0.034600528,0.24069619,-1.0895587,0.24069619,0.91977535,0.24069619,-0.20438388
0.24609375,-1.1462017,0.24609375,-2.2703609,0.24609375,-0.94921475,0.24609375,-2.073374,0.24609375,0.033993245,0.24609375,-1.090166,0.24609375,0.91959759,0.24609375,-0.20456164
0.25149131,-1.1538015,0.25149131,-2.2779608,0.25149131,-0.95359253,0.25149131,-2.0777518,0.25149131,0.033520183,0.25149131,-1.090639,0.25149131,0.91938372,0.25149131,-0.20477551
0.25241494,-1.1552689,0.25241494,-2.2794282,0.25241494,-0.9544115,0.25241494,-2.0785707,0.25241494,0.033395241,0.25241494,-1.090764,0.25241494,0.91933581,0.25241494,-0.20482342
0.2578125,-1.1631928,0.2578125,-2.287352,0.2578125,-0.95892518,0.2578125,-2.0830844,0.2578125,0.032769091,0.2578125,-1.0913901,0.2578125,0.91909937,0.2578125,-0.20505986
0.26321006,-1.1711524,0.26321006,-2.2953116,0.26321006,-0.96340821,0.26321006,-2.0875674,0.26321006,0.032280784,0.26321006,-1.0918784,0.26321006,0.91881673,0.26321006,-0.2053425
0.26413369,-1.1726908,0.26413369,-2.29685,0.26413369,-0.96424895,0.26413369,-2.0884082,0.26413369,0.032151154,0.26413369,-1.0920081,0.26413369,0.91875299,0.26413369,-0.20540625
0.26953125,-1.1810038,0.26953125,-2.305163,0.26953125,-0.96887227,0.26953125,-2.0930315,0.26953125,0.031507196,0.26953125,-1.092652,0.26953125,0.91843868,0.26953125,-0.20572055
0.27492881,-1.1893695,0.27492881,-2.3135287,0.27492881,-0.97346681,0.27492881,-2.097626,0.27492881,0.031001143,0.27492881,-1.0931581,0.27492881,0.91806665,0.27492881,-0.20609258
0.27585244,-1.1909872,0.27585244,-2.3151464,0.27585244,-0.97433148,0.27585244,-2.0984907,0.27585244,0.030864938,0.27585244,-1.0932943,0.27585244,0.91798283,0.27585244,-0.2061764
0.28125,-1.1997409,0.28125,-2.3239001,0.28125,-0.97907107,0.28125,-2.1032303,0.28125,0.030200465,0.28125,-1.0939588,0.28125,0.91756733,0.28125,-0.2065919
